STATION,DATE,AWND,EVAP,RHAV,RHMN,RHMX,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDMV,WESD,WSFM,WT01,WT03,WT07,WT14,WT16,WT17
USW00094728,12/21/2010,4.3,,55,46,69,0,0,,3.3,-2.2,,,,,,,,,,,
USW00094728,12/22/2010,4.2,,63,52,72,0,0,,3.3,-2.2,,,,,,,,,,,
USW00094728,12/23/2010,5.4,,56,48,64,0,0,,1.7,-1.1,,,,,,,,,,,
USW00094728,12/24/2010,3.3,,53,39,64,0,0,,4.4,-1.7,,,,,,,,,,,
USW00094728,12/25/2010,1.7,,59,50,72,0,0,,0,-3.9,,,,,,,,,,,
USW00094728,12/26/2010,4.7,,79,61,92,310,0,,-1.1,-6.1,,,,,,1,,,,1,
USW00094728,12/27/2010,7.6,,59,39,92,198,508,,-2.2,-6.7,,,,,,1,,1,,1,
USW00094728,12/28/2010,4.1,,52,44,67,0,457,,3.3,-4.4,,,,,,,,,,,
USW00094728,12/29/2010,3.5,,61,54,67,0,406,,2.8,-0.6,,,,,,,,,,,
USW00094728,12/30/2010,1.8,,63,53,75,0,356,,4.4,-2.2,,,,,,,,1,,,
USW00094728,12/31/2010,2.7,,56,49,65,0,330,,7.2,2.2,,,,,,,,1,,,
USW00094728,1/1/2011,1.4,,66,50,83,0,305,,11.7,4.4,,,,,,,,,,,
USW00094728,1/2/2011,2.3,,74,46,97,0,229,,11.1,1.7,,,,,,1,,,,1,
USW00094728,1/3/2011,3.9,,44,36,54,0,152,,2.2,-2.2,,,,,,,,,,,
USW00094728,1/4/2011,2.8,,46,40,52,0,127,,4.4,-1.1,,,,,,,,,,,
USW00094728,1/5/2011,2.8,,49,36,61,0,102,,3.9,-1.7,,,,,,,,,,,
USW00094728,1/6/2011,1.2,,53,47,63,0,51,,0.6,-3.3,,,,,,,,,,,
USW00094728,1/7/2011,2.2,,76,50,92,43,25,,0.6,-3.9,,,,,,1,,,,,
USW00094728,1/8/2011,1.8,,73,66,78,0,76,,-0.6,-5,,,,,,,,,,,
USW00094728,1/9/2011,5,,53,45,66,0,51,,0,-3.3,,,,,,,,,,,
USW00094728,1/10/2011,3.9,,54,45,63,0,51,,1.7,-4.4,,,,,,,,,,,
USW00094728,1/11/2011,2.6,,71,61,92,76,51,,-0.6,-5,,,,,,1,,,,,
USW00094728,1/12/2011,5.1,,68,53,92,155,229,,-0.6,-4.4,,,,,,1,,,,,
USW00094728,1/13/2011,4.7,,54,44,62,0,203,,-1.1,-7.8,,,,,,,,,,,
USW00094728,1/14/2011,2.6,,57,47,68,0,178,,-1.1,-7.8,,,,,,,,,,,
USW00094728,1/15/2011,2.1,,57,49,66,0,152,,3.3,-5,,,,,,,,,,,
USW00094728,1/16/2011,3.6,,45,36,61,0,127,,2.8,-3.3,,,,,,,,,,,
USW00094728,1/17/2011,3.1,,49,44,55,0,102,,-2.8,-7.2,,,,,,,,,,,
USW00094728,1/18/2011,4.4,,92,77,97,25,127,,5,-4.4,,,,,,1,,,,1,1
USW00094728,1/19/2011,2.5,,81,67,93,0,51,,5,1.7,,,,,,1,,,,1,
USW00094728,1/20/2011,3,,54,45,67,0,25,,1.7,-1.1,,,,,,,,,,,
USW00094728,1/21/2011,4,,63,42,92,107,152,,0,-7.8,,,,,,1,,,,,
USW00094728,1/22/2011,2.6,,49,42,56,0,152,,-4.4,-10.6,,,,,,,,,,,
USW00094728,1/23/2011,4.3,,46,33,56,0,152,,-4.4,-11.7,,,,,,,,,,,
USW00094728,1/24/2011,2.6,,47,31,60,0,152,,-4.4,-14.4,,,,,,,,,,,
USW00094728,1/25/2011,1.7,,68,58,85,25,152,,2.8,-4.4,,,,,,1,,,,,
USW00094728,1/26/2011,4.2,,86,67,96,312,102,,1.7,-1.1,,,,,,1,,,,1,
USW00094728,1/27/2011,1.5,,71,56,96,170,584,,2.2,-1.7,,,,,,1,,,,,
USW00094728,1/28/2011,1.6,,72,61,85,0,508,,1.1,-2.2,,,,,,1,,,,,
USW00094728,1/29/2011,1.9,,72,50,85,0,483,,2.2,-1.7,,,,,,1,,,,,
USW00094728,1/30/2011,2.5,,64,52,82,0,457,,3.9,-2.8,,,,,,,,,,,
USW00094728,1/31/2011,2.6,,49,34,66,0,432,,-0.6,-5.6,,,,,,,,,,,
USW00094728,2/1/2011,4,,87,57,92,28,457,,-1.1,-3.9,,,,,,1,,,,1,1
USW00094728,2/2/2011,2.9,,84,52,96,13,432,,3.3,-2.8,,,,,,1,,,,1,1
USW00094728,2/3/2011,4,,48,38,61,0,406,,1.1,-4.4,,,,,,,,,,,
USW00094728,2/4/2011,2.7,,51,38,61,0,406,,1.1,-5,,,,,,,,,,,
USW00094728,2/5/2011,2.5,,82,58,97,0,381,,6.1,-0.6,,,,,,1,,,,,
USW00094728,2/6/2011,3.1,,56,45,70,0,381,,7.2,2.8,,,,,,,,,,,
USW00094728,2/7/2011,2.1,,66,49,93,0,330,,7.2,2.2,,,,,,1,,,,1,
USW00094728,2/8/2011,5.5,,61,36,93,0,279,,5,-7.8,,,,,,1,,,,1,
USW00094728,2/9/2011,3.6,,45,36,56,0,254,,-1.7,-9.4,,,,,,,,,,,
USW00094728,2/10/2011,3.5,,38,26,51,0,254,,-1.7,-5.6,,,,,,,,,,,
USW00094728,2/11/2011,2.7,,37,32,45,0,203,,2.8,-7.2,,,,,,,,,,,
USW00094728,2/12/2011,3.8,,48,33,59,0,203,,4.4,-1.1,,,,,,,,,,,
USW00094728,2/13/2011,3.5,,43,37,46,0,203,,7.8,-2.2,,,,,,,,,,,
USW00094728,2/14/2011,5.9,,43,30,58,0,178,,14.4,2.8,,,,,,,,,,,
USW00094728,2/15/2011,5.2,,32,19,52,0,127,,2.8,-3.9,,,,,,,,,,,
USW00094728,2/16/2011,2.1,,32,17,41,0,102,,8.9,-3.3,,,,,,,,,,,
USW00094728,2/17/2011,1.9,,44,33,57,0,51,,17.2,7.8,,,,,,,,,,,
USW00094728,2/18/2011,3.2,,55,15,79,0,0,,19.4,7.8,,,,,,,,,,,
USW00094728,2/19/2011,7.1,,35,19,46,0,0,,12.2,-5,,,,,,,,,,,
USW00094728,2/20/2011,3.9,,38,27,54,0,0,,4.4,-6.1,,,,,,,,,,,
USW00094728,2/21/2011,3.7,,73,50,96,81,76,,2.8,-4.4,,,,,,1,,,,,
USW00094728,2/22/2011,3.2,,43,35,50,0,76,,2.2,-8.9,,,,,,,,,,,
USW00094728,2/23/2011,1.6,,36,22,52,0,51,,4.4,-6.1,,,,,,,,,,,
USW00094728,2/24/2011,1.8,,53,30,93,0,0,,6.7,-1.1,,,,,,1,,,,1,
USW00094728,2/25/2011,,,81,52,97,0,0,,13.9,1.1,,,,,,1,,,,1,
USW00094728,2/26/2011,,,49,32,68,0,0,,6.1,-0.6,,,,,,,,,,,
USW00094728,2/27/2011,2.9,,58,35,83,0,0,,10,3.3,,,,,,,,,,,
USW00094728,2/28/2011,4.3,,77,53,96,0,0,,15.6,4.4,,,,,,1,,,,1,
USW00094728,3/1/2011,3,,35,19,51,0,0,,7.8,0.6,,,,,,,,,,,
USW00094728,3/2/2011,4.9,,41,23,59,0,0,,11.7,-3.9,,,,,,,,,,,
USW00094728,3/3/2011,2.5,,32,21,48,0,0,,0.6,-6.7,,,,,,,,,,,
USW00094728,3/4/2011,3.5,,52,28,73,0,0,,5,-2.8,,,,,,,,,,,
USW00094728,3/5/2011,4,,74,56,86,0,0,,16.1,5,,,,,,,,,,1,
USW00094728,3/6/2011,3.8,,90,80,97,0,0,,12.2,10,,,,,,1,,,,1,
USW00094728,3/7/2011,4.6,,61,38,97,0,0,,11.7,1.1,,,,,,1,,,,1,
USW00094728,3/8/2011,2.1,,43,24,61,0,0,,8.9,-1.7,,,,,,,,,,,
USW00094728,3/9/2011,4.8,,69,53,82,0,0,,7.2,1.1,,,,,,,,,,1,
USW00094728,3/10/2011,4.8,,87,79,93,0,0,,11.7,3.3,,,,,,1,,,,1,
USW00094728,3/11/2011,3.8,,72,47,97,0,0,,12.8,4.4,,,,,,1,,,,1,
USW00094728,3/12/2011,3.7,,50,31,73,0,0,,13.3,3.3,,,,,,,,,,,
USW00094728,3/13/2011,4.2,,48,38,61,0,0,,11.7,5,,,,,,,,,,,
USW00094728,3/14/2011,2.3,,54,43,65,0,0,,7.2,2.8,,,,,,,,,,,
USW00094728,3/15/2011,2.3,,66,56,79,0,0,,8.3,1.1,,,,,,,,,,,
USW00094728,3/16/2011,1.3,,75,57,97,0,0,,13.9,3.3,,,,,,1,,,,1,
USW00094728,3/17/2011,2.5,,49,27,74,0,0,,18.3,6.7,,,,,,,,,,,
USW00094728,3/18/2011,3.6,,41,26,64,0,0,,25,10.6,,,,,,,,,,,
USW00094728,3/19/2011,3.9,,43,35,50,0,0,,15,3.3,,,,,,,,,,,
USW00094728,3/20/2011,2.9,,44,22,68,0,0,,10.6,1.1,,,,,,,,,,,
USW00094728,3/21/2011,2.2,,88,65,97,0,0,,7.2,2.2,,,,,,1,,,,1,
USW00094728,3/22/2011,3.8,,55,44,97,0,0,,10,4.4,,,,,,1,,,,,
USW00094728,3/23/2011,3,,92,82,97,0,0,,4.4,0,,,,,,1,,,,1,
USW00094728,3/24/2011,2.9,,61,30,92,25,25,,6.7,-1.1,,,,,,1,,,,,
USW00094728,3/25/2011,3.1,,42,26,58,0,0,,5.6,-2.2,,,,,,,,,,,
USW00094728,3/26/2011,4,,38,25,55,0,0,,4.4,-3.3,,,,,,,,,,,
USW00094728,3/27/2011,3.8,,34,22,51,0,0,,7.2,-2.2,,,,,,,,,,,
USW00094728,3/28/2011,4.2,,32,24,43,0,0,,7.2,-3.3,,,,,,,,,,,
USW00094728,3/29/2011,3.5,,38,27,50,0,0,,9.4,-0.6,,,,,,,,,,,
USW00094728,3/30/2011,2,,46,30,68,0,0,,11.7,2.2,,,,,,,,,,1,
USW00094728,3/31/2011,4.8,,78,60,93,0,0,,6.1,2.8,,,,,,1,,,,1,
USW00094728,4/1/2011,3.4,,80,60,93,0,0,,6.7,1.7,,,,,,1,,,,1,
USW00094728,4/2/2011,4.6,,42,24,65,0,0,,12.8,3.3,,,,,,,,,,,
USW00094728,4/3/2011,3.6,,34,22,58,0,0,,14.4,5.6,,,,,,,,,,1,
USW00094728,4/4/2011,3,,68,54,86,0,0,,17.2,6.1,,,,,,,,,,1,
USW00094728,4/5/2011,4.7,,66,40,87,0,0,,19.4,5,,,,,,1,,,,1,
USW00094728,4/6/2011,3,,55,24,85,0,0,,12.8,3.3,,,,,,,,,,1,
USW00094728,4/7/2011,2.9,,71,57,85,0,0,,11.1,5.6,,,,,,,,,,1,
USW00094728,4/8/2011,2,,66,46,80,0,0,,9.4,5.6,,,,,,,,,,,
USW00094728,4/9/2011,2.2,,52,27,86,0,0,,14.4,4.4,,,,,,1,,,,,
USW00094728,4/10/2011,1.8,,56,39,83,0,0,,13.3,7.8,,,,,,,,,,,
USW00094728,4/11/2011,3.1,,70,45,93,0,0,,27.2,10,,,,,,1,,,,1,
USW00094728,4/12/2011,4.8,,70,48,89,0,0,,22.2,7.2,,,,,,1,,,,1,
USW00094728,4/13/2011,5.3,,92,79,97,0,0,,10,6.1,,,,,,1,,,,1,
USW00094728,4/14/2011,2.6,,50,27,83,0,0,,20.6,8.9,,,,,,,,,,,
USW00094728,4/15/2011,4.3,,53,34,73,0,0,,13.3,5,,,,,,,,,,,
USW00094728,4/16/2011,5.5,,83,73,97,0,0,,12.8,5,,,,,,1,,,,1,
USW00094728,4/17/2011,4.2,,54,28,96,0,0,,16.1,10,,,,,,1,,,,1,
USW00094728,4/18/2011,3.1,,48,29,71,0,0,,17.2,8.3,,,,,,,,,,,
USW00094728,4/19/2011,2.8,,75,63,86,0,0,,11.7,8.3,,,,,,1,,,,1,
USW00094728,4/20/2011,2.6,,77,43,93,0,0,,18.3,7.2,,,,,,1,,,,,
USW00094728,4/21/2011,4.6,,39,24,57,0,0,,17.2,6.1,,,,,,,,,,,
USW00094728,4/22/2011,3.2,,50,36,66,0,0,,10.6,4.4,,,,,,,,,,,
USW00094728,4/23/2011,2.5,,93,74,97,0,0,,16.1,6.1,,,,,,1,,,,1,
USW00094728,4/24/2011,1.5,,79,49,100,0,0,,26.7,12.2,,,,,,1,,,,1,
USW00094728,4/25/2011,2.4,,85,57,100,0,0,,23.9,13.3,,,,,,1,,,,,
USW00094728,4/26/2011,2.8,,77,53,100,0,0,,28.3,12.2,,,,,,1,,,,,
USW00094728,4/27/2011,3.1,,81,64,93,0,0,,23.9,16.1,,,,,,,,,,1,
USW00094728,4/28/2011,3.2,,84,42,97,0,0,,22.2,16.1,,,,,,1,,,,1,
USW00094728,4/29/2011,2.9,,47,36,62,0,0,,20.6,12.2,,,,,,,,,,,
USW00094728,4/30/2011,2.2,,47,31,64,0,0,,19.4,10,,,,,,,,,,,
USW00094728,5/1/2011,2.4,,53,33,74,0,0,,20.6,10,,,,,,,,,,,
USW00094728,5/2/2011,2.3,,68,58,81,0,0,,17.2,10,,,,,,,,,,,
USW00094728,5/3/2011,3,,74,59,84,0,0,,23.9,12.8,,,,,,,,,,,
USW00094728,5/4/2011,2.7,,82,66,96,0,0,,17.8,7.8,,,,,,1,,,,1,
USW00094728,5/5/2011,3.8,,41,21,74,0,0,,18.3,7.8,,,,,,,,,,,
USW00094728,5/6/2011,2.6,,42,28,60,0,0,,22.2,10,,,,,,,,,,,
USW00094728,5/7/2011,2.6,,50,29,70,0,0,,22.2,12.8,,,,,,,,,,,
USW00094728,5/8/2011,2.2,,49,29,72,0,0,,23.3,11.1,,,,,,,,,,,
USW00094728,5/9/2011,3.2,,42,29,74,0,0,,21.7,12.2,,,,,,,,,,,
USW00094728,5/10/2011,2.5,,50,29,77,0,0,,23.9,11.7,,,,,,,,,,,
USW00094728,5/11/2011,2.6,,63,44,83,0,0,,21.7,11.1,,,,,,,,,,,
USW00094728,5/12/2011,2.2,,64,39,83,0,0,,23.3,11.1,,,,,,,,,,,
USW00094728,5/13/2011,1.4,,70,56,83,0,0,,19.4,11.1,,,,,,,,,,,
USW00094728,5/14/2011,2.4,,79,70,87,0,0,,17.8,13.9,,,,,,,,,,,
USW00094728,5/15/2011,1.9,,95,86,100,0,0,,20.6,14.4,,,,,,1,,,,1,
USW00094728,5/16/2011,4.3,,98,96,100,0,0,,16.7,11.7,,,,,,1,,,,1,
USW00094728,5/17/2011,5.7,,96,90,100,0,0,,15.6,11.1,,,,,,1,,,,1,
USW00094728,5/18/2011,3.3,,96,84,100,0,0,,19.4,12.2,,,,,,1,,,,1,
USW00094728,5/19/2011,1.9,,87,69,100,0,0,,23.9,15.6,,,,,,1,,,,,
USW00094728,5/20/2011,0.5,,92,73,97,0,0,,17.8,13.9,,,,,,1,,,,1,
USW00094728,5/21/2011,1.4,,82,54,97,0,0,,25.6,12.8,,,,,,1,,,,1,
USW00094728,5/22/2011,2.4,,91,83,97,0,0,,14.4,12.2,,,,,,1,,,,,
USW00094728,5/23/2011,2.4,,92,87,97,0,0,,19.4,12.8,,,,,,1,,,,1,
USW00094728,5/24/2011,2.4,,70,52,100,0,0,,27.2,18.9,,,,,,1,,,,,
USW00094728,5/25/2011,1.6,,59,40,78,0,0,,28.9,18.3,,,,,,,,,,,
USW00094728,5/26/2011,2.2,,82,69,93,0,0,,25.6,17.8,,,,,,1,,,,,
USW00094728,5/27/2011,2.3,,74,60,93,0,0,,28.3,18.3,,,,,,1,,,,,
USW00094728,5/28/2011,2.4,,75,54,90,0,0,,28.9,19.4,,,,,,1,,,,,
USW00094728,5/29/2011,2.3,,77,63,90,0,0,,27.8,19.4,,,,,,1,,,,,
USW00094728,5/30/2011,2,,72,53,97,0,0,,30,21.1,,,,,,1,,,,1,
USW00094728,5/31/2011,2.1,,65,37,90,0,0,,31.7,20.6,,,,,,1,,,,,
USW00094728,6/1/2011,2.6,,68,32,90,0,0,,32.2,20.6,,,,,,1,,,,,
USW00094728,6/2/2011,3.8,,35,26,44,0,0,,26.7,16.7,,,,,,,,,,,
USW00094728,6/3/2011,3,,35,22,55,0,0,,24.4,13.9,,,,,,,,,,,
USW00094728,6/4/2011,2.2,,49,31,78,0,0,,23.9,15,,,,,,,,,,1,
USW00094728,6/5/2011,1.8,,70,55,84,0,0,,21.1,13.3,,,,,,,,,,,
USW00094728,6/6/2011,1.8,,62,39,90,0,0,,27.2,15.6,,,,,,,,,,,
USW00094728,6/7/2011,2.3,,56,35,81,0,0,,30.6,18.9,,,,,,,,,,,
USW00094728,6/8/2011,1.7,,55,42,74,0,0,,34.4,22.8,,,,,,,,,,,
USW00094728,6/9/2011,1.6,,68,44,97,0,0,,35,20.6,,,,,,1,,,,1,
USW00094728,6/10/2011,2.1,,68,51,93,0,0,,30.6,21.1,,,,,,1,,,,,
USW00094728,6/11/2011,4.5,,96,81,100,0,0,,22.2,15,,,,,,1,,,,1,
USW00094728,6/12/2011,2.6,,84,68,97,0,0,,23.3,14.4,,,,,,1,,,,1,
USW00094728,6/13/2011,2,,70,49,100,0,0,,22.8,15.6,,,,,,1,,,,1,
USW00094728,6/14/2011,2.1,,77,61,97,0,0,,22.2,14.4,,,,,,1,,,,1,
USW00094728,6/15/2011,2.2,,55,33,83,0,0,,28.3,13.3,,,,,,,,,,,
USW00094728,6/16/2011,2,,61,38,90,0,0,,28.9,16.7,,,,,,,,,,,
USW00094728,6/17/2011,1.2,,93,74,100,0,0,,24.4,17.8,,,,,,1,,,,1,
USW00094728,6/18/2011,0.8,,69,51,97,0,0,,28.3,17.8,,,,,,1,,,,,
USW00094728,6/19/2011,1.8,,55,32,79,0,0,,28.3,20.6,,,,,,,,,,,
USW00094728,6/20/2011,1.5,,59,44,73,0,0,,27.2,19.4,,,,,,,,,,,
USW00094728,6/21/2011,1.9,,70,58,76,0,0,,27.8,21.1,,,,,,,,,,,
USW00094728,6/22/2011,1.4,,81,67,100,0,0,,26.7,21.7,,,,,,1,,,,1,
USW00094728,6/23/2011,2.9,,96,90,100,0,0,,21.7,18.9,,,,,,1,,,,1,
USW00094728,6/24/2011,2.4,,95,87,100,0,0,,21.1,18.3,,,,,,1,,,,1,
USW00094728,6/25/2011,1.8,,76,54,100,0,0,,26.7,17.8,,,,,,1,,,,,
USW00094728,6/26/2011,1.9,,64,52,76,0,0,,26.1,18.9,,,,,,,,,,,
USW00094728,6/27/2011,1,,68,56,87,0,0,,27.8,18.9,,,,,,,,,,,
USW00094728,6/28/2011,1.1,,74,62,91,0,0,,28.3,22.2,,,,,,1,,,,,
USW00094728,6/29/2011,1.7,,63,42,97,0,0,,27.8,20.6,,,,,,1,,,,1,
USW00094728,6/30/2011,2.2,,52,39,73,0,0,,27.8,18.3,,,,,,,,,,,
USW00094728,7/1/2011,1.6,,51,39,64,0,0,,28.3,17.2,,,,,,,,,,,
USW00094728,7/2/2011,1.5,,60,40,81,0,0,,30,20,,,,,,,,,,,
USW00094728,7/3/2011,1.5,,90,67,100,0,0,,23.3,20.6,,,,,,1,,,,1,
USW00094728,7/4/2011,1.1,,66,42,97,0,0,,30,21.1,,,,,,1,,,,,
USW00094728,7/5/2011,1.8,,46,29,74,0,0,,30.6,21.1,,,,,,,,,,,
USW00094728,7/6/2011,1.9,,64,52,77,0,0,,31.7,22.8,,,,,,,,,,1,
USW00094728,7/7/2011,1.7,,66,47,82,0,0,,33.3,23.3,,,,,,,,,,,
USW00094728,7/8/2011,1.5,,82,67,96,0,0,,29.4,20,,,,,,1,,,,1,
USW00094728,7/9/2011,2,,61,35,100,0,0,,31.1,19.4,,,,,,1,,,,,
USW00094728,7/10/2011,0.9,,56,39,73,0,0,,30,20,,,,,,,,,,,
USW00094728,7/11/2011,2.3,,65,48,76,0,0,,32.8,23.3,,,,,,,,,,,
USW00094728,7/12/2011,3.2,,56,39,82,0,0,,33.9,25.6,,,,,,,,,,,
USW00094728,7/13/2011,2.5,,54,37,96,0,0,,30,20.6,,,,,,1,,,,1,
USW00094728,7/14/2011,3.1,,58,34,76,0,0,,28.9,17.8,,,,,,,,,,,
USW00094728,7/15/2011,1.9,,54,36,73,0,0,,30.6,18.9,,,,,,,,,,,
USW00094728,7/16/2011,2.1,,50,34,71,0,0,,32.2,21.1,,,,,,,,,,,
USW00094728,7/17/2011,2.6,,55,37,74,0,0,,32.8,22.2,,,,,,,,,,,
USW00094728,7/18/2011,2.4,,66,37,97,0,0,,35,23.9,,,,,,1,,,,1,
USW00094728,7/19/2011,1.8,,65,31,90,0,0,,34.4,23.9,,,,,,1,,,,,
USW00094728,7/20/2011,1.6,,72,52,90,0,0,,31.7,23.9,,,,,,1,,,,,
USW00094728,7/21/2011,2.6,,71,51,91,0,0,,36.1,23.9,,,,,,1,,,,,
USW00094728,7/22/2011,2,,52,35,75,0,0,,40,28.9,,,,,,,,,,,
USW00094728,7/23/2011,1.8,,53,34,74,0,0,,37.8,28.3,,,,,,,,,,,
USW00094728,7/24/2011,1.6,,67,50,82,0,0,,32.8,25.6,,,,,,1,,,,1,
USW00094728,7/25/2011,2.4,,79,56,97,0,0,,26.7,20,,,,,,1,,,,1,
USW00094728,7/26/2011,1.6,,70,39,96,0,0,,32.2,20.6,,,,,,1,,,,1,
USW00094728,7/27/2011,1.9,,57,43,82,0,0,,28.9,20,,,,,,,,,,,
USW00094728,7/28/2011,1.4,,62,46,84,0,0,,30.6,21.7,,,,,,,,,,,
USW00094728,7/29/2011,1.7,,88,66,100,0,0,,28.9,21.7,,,,,,1,,,,1,
USW00094728,7/30/2011,2.4,,53,32,91,0,0,,32.8,23.3,,,,,,1,,,,,
USW00094728,7/31/2011,1.3,,55,35,84,0,0,,32.8,21.7,,,,,,,,,,,
USW00094728,8/1/2011,1.4,,67,47,94,0,0,,34.4,21.7,,,,,,1,,,,1,
USW00094728,8/2/2011,1.7,,48,27,74,0,0,,32.8,22.8,,,,,,,,,,,
USW00094728,8/3/2011,1.4,,69,42,100,0,0,,31.1,19.4,,,,,,1,,,,1,
USW00094728,8/4/2011,2.1,,73,46,100,0,0,,28.9,19.4,,,,,,1,,,,,
USW00094728,8/5/2011,2,,70,55,79,0,0,,30,21.1,,,,,,,,,,,
USW00094728,8/6/2011,2.6,,81,63,96,0,0,,29.4,22.2,,,,,,1,,,,1,
USW00094728,8/7/2011,1.6,,80,57,100,0,0,,31.7,22.8,,,,,,1,,,,1,
USW00094728,8/8/2011,1.9,,66,46,85,0,0,,32.2,23.3,,,,,,,,,,,
USW00094728,8/9/2011,2,,85,67,100,0,0,,28.3,21.7,,,,,,1,,,,1,
USW00094728,8/10/2011,2.4,,63,43,94,0,0,,30,21.1,,,,,,,,,,,
USW00094728,8/11/2011,1.6,,49,34,73,0,0,,27.8,20.6,,,,,,,,,,,
USW00094728,8/12/2011,1.3,,50,37,68,0,0,,28.9,17.8,,,,,,,,,,,
USW00094728,8/13/2011,1.3,,62,44,91,0,0,,29.4,20.6,,,,,,,,,,1,
USW00094728,8/14/2011,2.2,,100,96,100,0,0,,22.2,19.4,,,,,,1,,,,1,
USW00094728,8/15/2011,1.9,,93,84,100,0,0,,25,20,,,,,,1,,,,1,
USW00094728,8/16/2011,2.1,,79,64,93,0,0,,25.6,18.3,,,,,,1,,,,1,
USW00094728,8/17/2011,0.8,,64,43,91,0,0,,30,18.9,,,,,,,,,,,
USW00094728,8/18/2011,2.2,,77,61,93,0,0,,28.3,19.4,,,,,,1,,,,1,
USW00094728,8/19/2011,1.5,,77,53,100,0,0,,28.9,18.3,,,,,,1,,,,1,
USW00094728,8/20/2011,1,,74,48,97,0,0,,29.4,17.8,,,,,,1,,,,,
USW00094728,8/21/2011,2.2,,85,70,100,0,0,,28.9,21.1,,,,,,1,,,,1,
USW00094728,8/22/2011,3.1,,59,42,96,0,0,,25,18.3,,,,,,1,,,,,
USW00094728,8/23/2011,1.7,,52,37,75,0,0,,26.1,16.1,,,,,,,,,,,
USW00094728,8/24/2011,3.3,,66,57,74,0,0,,26.7,19.4,,,,,,,,,,,
USW00094728,8/25/2011,2.9,,87,79,100,0,0,,25.6,22.2,,,,,,1,,,,1,
USW00094728,8/26/2011,0.9,,81,63,94,0,0,,28.3,21.7,,,,,,1,,,,,
USW00094728,8/27/2011,3.4,,96,85,100,0,0,,25.6,21.7,,,,,,1,,,,1,
USW00094728,8/28/2011,6.3,,83,66,100,0,0,,23.9,18.3,,,,,,1,,,,1,
USW00094728,8/29/2011,1.8,,58,39,78,0,0,,25,15,,,,,,,,,,,
USW00094728,8/30/2011,1.5,,60,38,93,0,0,,27.8,16.1,,,,,,,,,,,
USW00094728,8/31/2011,1,,57,36,87,0,0,,29.4,17.2,,,,,,,,,,,
USW00094728,9/1/2011,1.6,,65,38,81,0,0,,28.3,18.9,,,,,,,,,,,
USW00094728,9/2/2011,1.6,,70,56,81,0,0,,25.6,18.3,,,,,,,,,,,
USW00094728,9/3/2011,2,,71,61,82,0,0,,28.3,18.9,,,,,,,,,,,
USW00094728,9/4/2011,2.3,,76,65,84,0,0,,30,22.2,,,,,,,,,,,
USW00094728,9/5/2011,2.3,,80,71,88,0,0,,27.2,22.2,,,,,,,,,,1,
USW00094728,9/6/2011,3.8,,97,93,100,0,0,,23.9,15.6,,,,,,1,,,,1,
USW00094728,9/7/2011,4.8,,99,96,100,0,0,,20,16.7,,,,,,1,,,,1,
USW00094728,9/8/2011,3,,92,82,100,0,0,,26.1,17.2,,,,,,1,,,,1,
USW00094728,9/9/2011,2,,74,56,93,0,0,,28.9,19.4,,,,,,,,,,,
USW00094728,9/10/2011,1.7,,72,62,91,0,0,,26.7,20,,,,,,,,,,1,
USW00094728,9/11/2011,2,,82,68,96,0,0,,21.7,17.8,,,,,,1,,,,1,
USW00094728,9/12/2011,0.9,,76,56,96,0,0,,26.7,18.9,,,,,,1,,,,,
USW00094728,9/13/2011,2.1,,68,51,84,0,0,,27.8,19.4,,,,,,1,,,,,
USW00094728,9/14/2011,2.2,,73,57,84,0,0,,29.4,21.1,,,,,,1,,,,,
USW00094728,9/15/2011,2.1,,75,59,96,0,0,,24.4,11.7,,,,,,1,,,,1,
USW00094728,9/16/2011,2.4,,52,37,69,0,0,,18.3,10.6,,,,,,,,,,,
USW00094728,9/17/2011,2.4,,61,52,75,0,0,,18.3,11.7,,,,,,,,,,,
USW00094728,9/18/2011,3.3,,64,49,77,0,0,,20,11.7,,,,,,,,,,,
USW00094728,9/19/2011,2.2,,70,49,81,0,0,,20,11.1,,,,,,,,,,,
USW00094728,9/20/2011,1.8,,85,75,97,0,0,,20,16.1,,,,,,1,,,,1,
USW00094728,9/21/2011,1,,88,71,100,0,0,,22.8,17.2,,,,,,1,,,,1,
USW00094728,9/22/2011,0.7,,91,69,100,0,0,,26.7,20,,,,,,1,,,,1,
USW00094728,9/23/2011,1.9,,97,90,100,0,0,,22.8,20.6,,,,,,1,,,,1,
USW00094728,9/24/2011,0.9,,88,79,97,0,0,,24.4,21.1,,,,,,1,,,,,
USW00094728,9/25/2011,0.4,,82,64,94,0,0,,26.7,21.1,,,,,,,,,,,
USW00094728,9/26/2011,0.5,,84,72,96,0,0,,26.7,20,,,,,,1,,,,,
USW00094728,9/27/2011,1.6,,89,82,97,0,0,,25,20.6,,,,,,1,,,,,
USW00094728,9/28/2011,2.6,,92,84,100,0,0,,23.3,20,,,,,,1,,,,1,
USW00094728,9/29/2011,2.1,,91,78,100,0,0,,22.8,16.1,,,,,,1,,,,1,
USW00094728,9/30/2011,1.7,,73,46,100,0,0,,24.4,14.4,,,,,,1,,,,1,
USW00094728,10/1/2011,2.2,,90,75,100,0,0,,19.4,10,,,,,,,,,,1,
USW00094728,10/2/2011,2.2,,82,60,97,0,0,,17.8,10,,,,,,,,,,1,
